7 10 2589
10656 13275.0 18117 20664 5860
hub : 481012, 3185, -1209, 45.65, 202500, 2
major : 809398, -473, 1111, 72.16, 242500, 2
major : 556326, 2923, 1481, 57.75, 159750, 1
regional : 905056, 138, 2075, 97.46, 125600, 1
regional : 134017, 1548, 235, 92.95, 199800, 2
regional : 664408, -29, -736, 87.67, 144000, 1
regional : 590305, 2093, 1384, 109.12, 190800, 1
major : 549568, 3172, -197, 71.94, 136000, 3
regional : 793606, 2608, 490, 88.77, 147800, 1
major : 898202, -565, -55, 52.8, 245250, 2
business : 1163852024, 189, 1, [905056, 898202]
economy : 4519196078, 43, 1, [905056, 793606]
economy : 8638469069, 58, 3, [898202, 134017]
economy : 5121341430, 182, 2, [793606, 590305]
economy : 6633297837, 150, 5, [549568, 664408]
economy : 6301639297, 150, 6, [481012, 898202]
luxury : 7354731882, 91, 1, [793606, 134017]
economy : 9127840924, 199, 0, [590305, 793606]
first : 3245895298, 41, 1, [905056, 898202]
economy : 4505411460, 148, 1, [549568, 664408]
first : 2018799494, 101, 2, [590305, 134017]
business : 9323701325, 48, 2, [905056, 793606]
economy : 2939324496, 172, 0, [898202, 590305]
economy : 9118860147, 94, 2, [556326, 905056]
economy : 1437017104, 87, 1, [134017, 905056]
economy : 5975002195, 112, 1, [481012, 590305]
economy : 8605935082, 169, 10, [664408, 590305]
economy : 8533747002, 71, 1, [134017, 809398]
economy : 9451619256, 114, 2, [898202, 664408]
economy : 8654920385, 187, 10, [898202, 481012]
business : 7912067273, 61, 1, [134017, 905056]
economy : 6628474716, 74, 1, [549568, 664408]
economy : 9657449031, 121, 3, [556326, 549568]
economy : 4084784499, 46, 1, [590305, 549568]
economy : 8816971214, 89, 1, [809398, 556326]
economy : 2213019363, 141, 4, [793606, 905056]
economy : 2064387491, 59, 3, [481012, 809398]
economy : 7236868322, 163, 0, [905056, 134017]
economy : 3638973168, 105, 1, [905056, 556326]
business : 6912166556, 63, 2, [134017, 590305]
economy : 7577425042, 160, 2, [556326, 481012]
economy : 5173879944, 100, 1, [793606, 664408]
economy : 5523990976, 138, 6, [793606, 898202]
economy : 8281868287, 41, 0, [793606, 905056]
first : 7589294632, 155, 4, [481012, 549568]
economy : 9906978380, 163, 10, [556326, 134017]
business : 8064733241, 103, 1, [556326, 809398]
first : 5132897998, 177, 4, [898202, 590305]
luxury : 9642961257, 73, 2, [793606, 134017]
economy : 1969430980, 99, 2, [134017, 793606]
business : 1453852296, 59, 2, [134017, 664408]
economy : 4110166154, 126, 1, [793606, 556326]
business : 2574782945, 89, 2, [905056, 898202]
economy : 7523348125, 95, 7, [793606, 905056]
business : 4364398535, 49, 1, [793606, 134017]
economy : 3189130978, 64, 1, [898202, 556326]
business : 6777490224, 42, 1, [898202, 664408]
economy : 7041804155, 184, 6, [664408, 590305]
economy : 3064708355, 114, 2, [664408, 134017]
economy : 5327505165, 51, 4, [809398, 556326]
first : 8189305622, 72, 2, [481012, 134017]
economy : 3283271012, 146, 2, [556326, 905056]
economy : 9373199447, 192, 5, [809398, 134017]
economy : 1846895890, 110, 5, [590305, 134017]
economy : 4109992660, 58, 2, [809398, 664408]
business : 2157189646, 180, 1, [549568, 590305]
economy : 6147599552, 126, 0, [664408, 549568]
economy : 3407501242, 199, 4, [898202, 556326]
economy : 8507695787, 115, 3, [556326, 898202]
first : 7856056306, 125, 4, [549568, 481012]
economy : 5863837523, 133, 2, [481012, 898202]
economy : 4652198446, 157, 1, [793606, 590305]
business : 8242965971, 69, 2, [556326, 664408]
economy : 4311071053, 114, 0, [481012, 590305]
economy : 1306263685, 93, 1, [549568, 664408]
economy : 5069955295, 70, 2, [549568, 590305]
economy : 5687514229, 178, 4, [793606, 809398]
economy : 6182335508, 96, 2, [549568, 481012]
business : 7663488411, 153, 0, [809398, 481012]
luxury : 4445988644, 200, 1, [898202, 134017]
economy : 3339097011, 166, 2, [134017, 664408]
economy : 1406651947, 116, 1, [481012, 549568]
business : 6350311856, 121, 2, [793606, 664408]
economy : 8772564993, 135, 1, [556326, 481012]
economy : 3888011430, 88, 1, [590305, 905056]
business : 8148577451, 76, 1, [809398, 590305]
economy : 4308388490, 197, 2, [481012, 134017]
economy : 9668939155, 75, 1, [905056, 898202]
economy : 8397702000, 80, 1, [905056, 481012]
business : 3852226306, 160, 2, [809398, 793606]
economy : 4594222175, 186, 2, [590305, 898202]
business : 2429634624, 155, 9, [134017, 549568]
business : 4335549932, 197, 0, [549568, 898202]
economy : 7941616895, 82, 2, [590305, 809398]
economy : 4281844694, 88, 0, [556326, 549568]
economy : 8831836244, 188, 1, [664408, 134017]
economy : 8435175479, 155, 3, [134017, 549568]
economy : 2705783784, 193, 0, [905056, 793606]
economy : 3798480887, 115, 3, [549568, 793606]
economy : 4772616478, 95, 4, [793606, 905056]
business : 2175198535, 156, 1, [590305, 481012]
economy : 4691643816, 56, 1, [134017, 556326]
economy : 2617347624, 187, 0, [905056, 556326]
first : 8399397897, 80, 1, [590305, 549568]
economy : 9056587280, 175, 5, [898202, 809398]
economy : 4859415880, 66, 0, [898202, 481012]
first : 5018289783, 110, 0, [664408, 905056]
economy : 3472468441, 102, 2, [898202, 664408]
economy : 6184816112, 48, 3, [809398, 905056]
economy : 5337648460, 43, 7, [590305, 664408]
economy : 6194913603, 93, 1, [905056, 590305]
economy : 7397607137, 78, 2, [793606, 664408]
economy : 3194495945, 63, 1, [556326, 134017]
economy : 3185063318, 62, 2, [556326, 793606]
economy : 3148572890, 149, 2, [898202, 905056]
first : 4669290838, 59, 8, [809398, 481012]
economy : 5477899534, 181, 2, [549568, 134017]
economy : 4549499732, 178, 1, [549568, 556326]
economy : 4263199906, 138, 2, [549568, 556326]
economy : 9099781629, 173, 0, [809398, 134017]
business : 5463149390, 167, 1, [134017, 590305]
first : 5171859656, 198, 2, [809398, 793606]
economy : 5603231558, 84, 1, [898202, 590305]
economy : 8648717674, 172, 2, [556326, 664408]
economy : 2694321065, 41, 1, [549568, 556326]
economy : 6224521656, 130, 1, [481012, 134017]
economy : 9603135147, 43, 1, [809398, 905056]
economy : 2289059013, 117, 2, [590305, 556326]
first : 6199701865, 197, 2, [549568, 134017]
economy : 4410727235, 62, 1, [905056, 481012]
first : 1396236360, 49, 4, [481012, 905056]
business : 8323634262, 124, 0, [549568, 793606]
economy : 4096900388, 53, 2, [905056, 809398]
economy : 4851428572, 148, 1, [590305, 664408]
economy : 1722065417, 71, 1, [481012, 809398]
economy : 5728195670, 73, 1, [590305, 809398]
economy : 7069294512, 115, 1, [481012, 905056]
first : 2124884531, 169, 2, [905056, 809398]
business : 4237092406, 86, 2, [481012, 556326]
economy : 1906195828, 162, 3, [905056, 556326]
economy : 8471522733, 100, 8, [809398, 898202]
economy : 9388929506, 164, 4, [664408, 793606]
business : 2729024566, 161, 2, [134017, 898202]
economy : 2874111466, 99, 0, [905056, 590305]
economy : 1760046448, 191, 4, [793606, 905056]
business : 7621168327, 116, 3, [664408, 556326]
economy : 6002151204, 187, 2, [905056, 898202]
economy : 6817532647, 179, 1, [134017, 481012]
business : 3284245535, 119, 1, [809398, 556326]
economy : 7088556924, 105, 2, [664408, 481012]
business : 2366563659, 122, 1, [481012, 664408]
economy : 8538554051, 127, 1, [809398, 549568]
business : 4366823112, 167, 3, [793606, 590305]
luxury : 9033948515, 59, 1, [898202, 809398]
economy : 4516171312, 72, 1, [793606, 664408]
economy : 2858291619, 140, 10, [793606, 549568]
economy : 1450041649, 73, 2, [590305, 549568]
business : 1229888481, 49, 1, [905056, 809398]
economy : 9669182868, 62, 0, [481012, 793606]
economy : 5632415676, 72, 1, [809398, 898202]
economy : 3078808531, 62, 3, [481012, 664408]
economy : 6086959788, 145, 2, [556326, 590305]
economy : 5725147183, 145, 2, [549568, 134017]
economy : 9694318185, 94, 2, [664408, 481012]
business : 2023336468, 181, 2, [905056, 809398]
economy : 8040485466, 87, 0, [793606, 134017]
economy : 2757612636, 188, 4, [898202, 134017]
first : 3429220508, 67, 0, [905056, 556326]
economy : 5906951363, 166, 2, [898202, 481012]
economy : 4227182754, 86, 6, [793606, 664408]
economy : 1689642923, 57, 3, [549568, 481012]
first : 7733364991, 46, 5, [556326, 549568]
first : 1079175334, 104, 1, [590305, 898202]
business : 9488197816, 49, 0, [556326, 664408]
economy : 8493029307, 80, 1, [664408, 905056]
economy : 3270037390, 43, 3, [134017, 793606]
economy : 8094838639, 151, 0, [549568, 590305]
economy : 3793262675, 164, 1, [793606, 134017]
economy : 1177147338, 153, 1, [664408, 793606]
economy : 5017154790, 55, 1, [898202, 556326]
economy : 9772458376, 92, 0, [556326, 134017]
economy : 1993868525, 99, 6, [549568, 809398]
economy : 3532643779, 99, 2, [809398, 793606]
economy : 3688145684, 76, 1, [590305, 556326]
economy : 2697370283, 79, 0, [793606, 481012]
economy : 2970651777, 48, 2, [481012, 590305]
economy : 4050817321, 109, 1, [556326, 134017]
economy : 2469207235, 158, 1, [809398, 664408]
business : 8535500527, 89, 2, [481012, 793606]
first : 3495168814, 153, 3, [556326, 793606]
business : 4908856757, 124, 4, [556326, 898202]
business : 6503756804, 171, 1, [905056, 549568]
economy : 7109101461, 190, 6, [481012, 905056]
economy : 9300960194, 173, 2, [549568, 134017]
economy : 2068176136, 138, 3, [590305, 549568]
luxury : 2200943089, 178, 1, [556326, 809398]
business : 3800646022, 115, 0, [809398, 549568]
economy : 2567415765, 82, 2, [905056, 898202]
luxury : 7941305775, 73, 1, [134017, 481012]
economy : 5899637154, 72, 2, [905056, 664408]
economy : 3264198727, 97, 3, [134017, 481012]
first : 3512843590, 102, 2, [549568, 793606]
economy : 6950438069, 43, 0, [905056, 134017]
economy : 1105804401, 62, 0, [481012, 905056]
economy : 6433226425, 95, 6, [134017, 793606]
economy : 8057629786, 52, 4, [481012, 134017]
economy : 2897408676, 134, 0, [793606, 809398]
economy : 1181459761, 140, 2, [793606, 898202]
economy : 1661859677, 92, 5, [664408, 590305]
economy : 4013870349, 72, 2, [898202, 556326]
economy : 8828507022, 81, 1, [809398, 793606]
economy : 2774373610, 102, 0, [556326, 809398]
economy : 4720685872, 41, 4, [590305, 481012]
economy : 5452811470, 123, 3, [481012, 809398]
economy : 5272337884, 163, 2, [793606, 549568]
economy : 9812947803, 82, 3, [590305, 549568]
economy : 2593600396, 176, 10, [549568, 590305]
business : 6314253407, 150, 1, [793606, 809398]
business : 4859196101, 158, 2, [664408, 793606]
economy : 6770756637, 132, 0, [664408, 134017]
business : 4730953726, 113, 3, [481012, 898202]
economy : 3708530911, 133, 3, [793606, 556326]
business : 2266445732, 126, 2, [905056, 556326]
economy : 2900491439, 173, 3, [664408, 134017]
business : 9742120585, 153, 1, [549568, 664408]
economy : 5008409168, 59, 4, [134017, 590305]
business : 8221462510, 114, 9, [556326, 898202]
economy : 8532600057, 137, 2, [134017, 590305]
economy : 9908657654, 61, 5, [793606, 556326]
economy : 7591740198, 66, 2, [549568, 556326]
economy : 1847053114, 57, 3, [809398, 590305]
economy : 8864059357, 70, 1, [549568, 809398]
economy : 3249888542, 175, 1, [793606, 549568]
economy : 4472034625, 40, 8, [905056, 664408]
business : 3512841106, 185, 1, [664408, 898202]
economy : 8186137685, 110, 1, [481012, 905056]
luxury : 3337756141, 150, 4, [590305, 793606]
economy : 1995983068, 72, 2, [898202, 793606]
luxury : 5015855969, 90, 0, [590305, 793606]
economy : 3845287661, 127, 1, [898202, 664408]
economy : 8527340269, 172, 1, [898202, 556326]
economy : 7078179880, 112, 3, [809398, 590305]
economy : 5645509749, 85, 7, [809398, 898202]
economy : 7982945670, 137, 2, [549568, 134017]
business : 2030161953, 131, 5, [664408, 556326]
business : 6010980378, 41, 0, [549568, 481012]
economy : 8489426463, 130, 1, [809398, 549568]
economy : 8743744898, 145, 1, [664408, 809398]
business : 3610380626, 175, 2, [556326, 898202]
economy : 4736180929, 114, 2, [898202, 793606]
business : 4429894832, 147, 2, [793606, 556326]
economy : 9133201798, 89, 1, [590305, 134017]
first : 1276418005, 81, 0, [134017, 590305]
economy : 6498558164, 123, 2, [905056, 556326]
economy : 3226784945, 55, 5, [134017, 809398]
economy : 5206228019, 105, 0, [809398, 481012]
business : 6596269850, 52, 1, [549568, 793606]
business : 3913752993, 59, 10, [793606, 481012]
business : 3841989627, 42, 1, [905056, 556326]
economy : 1408283364, 89, 0, [809398, 898202]
business : 9712180994, 181, 1, [481012, 590305]
first : 8412642870, 115, 2, [134017, 549568]
economy : 9215626643, 64, 1, [793606, 664408]
business : 8455453587, 153, 1, [556326, 664408]
economy : 9133596204, 191, 5, [898202, 905056]
business : 4448971505, 195, 2, [809398, 549568]
economy : 9892518753, 40, 3, [134017, 549568]
economy : 4809884303, 74, 1, [905056, 556326]
economy : 4545575720, 79, 3, [481012, 664408]
economy : 1853097701, 192, 4, [905056, 664408]
economy : 5038542500, 50, 1, [898202, 809398]
business : 9765191664, 48, 1, [898202, 905056]
economy : 4019819559, 106, 0, [905056, 556326]
business : 1415053933, 140, 3, [809398, 664408]
economy : 8424511129, 126, 0, [793606, 481012]
first : 2738050535, 76, 0, [905056, 481012]
economy : 1115589974, 103, 4, [793606, 481012]
business : 4784151612, 147, 1, [481012, 793606]
economy : 4163140746, 61, 1, [590305, 898202]
economy : 4655887630, 59, 0, [590305, 481012]
economy : 2012550368, 160, 2, [793606, 134017]
luxury : 3174952072, 100, 7, [809398, 793606]
business : 5623312153, 49, 3, [134017, 664408]
economy : 5961697813, 173, 4, [664408, 556326]
economy : 3120038842, 137, 1, [793606, 481012]
economy : 1034149603, 174, 2, [590305, 549568]
first : 8348805533, 161, 6, [549568, 793606]
economy : 7017191846, 169, 0, [481012, 664408]
economy : 5969133973, 156, 3, [590305, 898202]
luxury : 4369601249, 66, 2, [556326, 590305]
economy : 7656847525, 182, 10, [905056, 590305]
economy : 7972204454, 139, 8, [809398, 590305]
luxury : 9078639797, 53, 1, [898202, 664408]
economy : 3465138999, 116, 2, [481012, 134017]
economy : 6534358839, 189, 0, [481012, 556326]

