13 10 2469
9756 15075.0 15957 18648 5640
hub : 405377, -1657, 714, 43.67, 157800, 8
hub : 602366, -2905, 0, 41.47, 279000, 7
regional : 252662, -400, 2419, 75.57, 107800, 3
regional : 768071, -2620, 1868, 98.12, 140200, 4
hub : 376964, 316, 3097, 38.28, 234300, 9
major : 810348, 602, 1202, 71.61, 233250, 4
major : 621434, 2394, -148, 73.04, 227000, 6
hub : 349241, -53, -415, 55.99, 215400, 5
major : 451688, 1616, -613, 74.47, 188500, 4
major : 191771, 927, -409, 60.72, 162500, 6
economy : 3939669828, 176, 2, [376964, 349241]
economy : 5173721354, 161, 3, [810348, 451688]
economy : 9914483018, 181, 0, [810348, 405377]
first : 3698607113, 196, 2, [191771, 349241]
business : 6953187984, 50, 2, [602366, 810348]
business : 1902148573, 163, 3, [349241, 810348]
economy : 9296030535, 118, 4, [768071, 349241]
economy : 5767623299, 61, 1, [191771, 810348]
business : 6749394464, 133, 1, [768071, 191771]
economy : 8753986284, 142, 0, [405377, 349241]
economy : 5621662694, 110, 1, [405377, 451688]
economy : 4126144658, 48, 3, [252662, 768071]
economy : 2590194269, 172, 0, [252662, 191771]
economy : 4141327625, 181, 2, [768071, 621434]
economy : 6560307136, 70, 2, [252662, 376964]
business : 3570425246, 176, 2, [349241, 376964]
economy : 4603809682, 191, 2, [810348, 602366]
business : 4088108457, 154, 0, [349241, 405377]
economy : 3452869092, 76, 1, [405377, 376964]
economy : 2239375132, 94, 1, [621434, 191771]
economy : 4288413711, 88, 2, [621434, 768071]
business : 9520141208, 161, 0, [810348, 768071]
economy : 1687498094, 124, 1, [810348, 349241]
economy : 8235275448, 78, 0, [768071, 602366]
economy : 5155421558, 101, 0, [376964, 405377]
economy : 3260803768, 118, 2, [768071, 349241]
economy : 1662939098, 73, 2, [451688, 405377]
economy : 3091369005, 85, 8, [405377, 602366]
economy : 8879588376, 91, 0, [810348, 451688]
economy : 4923103061, 66, 2, [405377, 602366]
economy : 3131162138, 158, 10, [349241, 602366]
business : 5374505399, 185, 4, [451688, 602366]
economy : 3439956651, 163, 7, [376964, 349241]
economy : 1346492051, 117, 2, [810348, 252662]
economy : 9135264524, 74, 6, [405377, 376964]
first : 1258173279, 197, 2, [405377, 191771]
economy : 2305134967, 153, 3, [602366, 191771]
luxury : 2904009808, 138, 6, [621434, 451688]
business : 4120640715, 164, 3, [405377, 349241]
economy : 7585990405, 110, 5, [621434, 602366]
first : 3901699844, 165, 0, [252662, 349241]
economy : 7218569110, 114, 2, [191771, 376964]
business : 1397241059, 98, 1, [191771, 376964]
economy : 9349822853, 154, 0, [602366, 810348]
economy : 3395656102, 153, 1, [768071, 252662]
economy : 3365034853, 145, 1, [768071, 376964]
first : 8954755657, 163, 1, [405377, 768071]
economy : 7102212286, 121, 7, [191771, 768071]
economy : 3305725412, 144, 5, [405377, 191771]
business : 8059881267, 132, 1, [810348, 451688]
economy : 6967926834, 196, 1, [405377, 602366]
economy : 4273572176, 96, 2, [405377, 191771]
economy : 7083193869, 155, 2, [768071, 405377]
economy : 1827025615, 103, 1, [602366, 376964]
first : 6172293476, 129, 2, [810348, 252662]
first : 2751206480, 71, 0, [405377, 376964]
luxury : 2592600758, 64, 1, [405377, 191771]
business : 1735705705, 83, 8, [451688, 376964]
business : 4791509879, 56, 9, [768071, 621434]
economy : 8172281495, 147, 1, [768071, 405377]
first : 5762287680, 148, 0, [602366, 191771]
business : 3983464155, 85, 2, [252662, 621434]
economy : 4938761402, 161, 1, [349241, 451688]
economy : 6112108144, 41, 8, [451688, 621434]
economy : 4419530684, 186, 1, [252662, 621434]
economy : 1953447626, 69, 3, [451688, 810348]
economy : 1938724003, 85, 3, [376964, 349241]
economy : 2008989969, 181, 4, [349241, 768071]
economy : 2086907792, 165, 3, [602366, 621434]
economy : 2989950495, 125, 0, [252662, 768071]
economy : 6803488812, 167, 2, [768071, 191771]
economy : 3790044453, 193, 5, [191771, 405377]
economy : 5589861675, 180, 2, [451688, 191771]
economy : 3387269864, 110, 1, [376964, 621434]
business : 7874063381, 92, 1, [602366, 349241]
economy : 5320194359, 153, 1, [252662, 376964]
economy : 8700846165, 154, 1, [349241, 768071]
economy : 3511154396, 42, 2, [621434, 191771]
economy : 8389018491, 176, 3, [768071, 621434]
economy : 3334035178, 55, 1, [405377, 810348]
economy : 5430605872, 156, 3, [768071, 405377]
economy : 6732923870, 196, 0, [810348, 451688]
economy : 5760262421, 76, 2, [191771, 810348]
first : 9610117422, 45, 1, [451688, 405377]
economy : 7554566182, 157, 2, [768071, 376964]
economy : 5021847683, 131, 2, [376964, 405377]
business : 8483060016, 180, 1, [768071, 191771]
economy : 2548078913, 70, 3, [191771, 405377]
business : 8904247880, 157, 1, [349241, 191771]
economy : 1569103250, 77, 2, [376964, 191771]
economy : 8734668194, 90, 0, [602366, 621434]
economy : 7820947715, 87, 5, [191771, 405377]
economy : 6163503327, 45, 3, [621434, 810348]
economy : 1853094587, 77, 1, [810348, 405377]
business : 3098555742, 110, 1, [252662, 451688]
economy : 3624584999, 172, 4, [191771, 376964]
economy : 9654264757, 95, 1, [405377, 376964]
economy : 9742110298, 87, 1, [602366, 621434]
economy : 6255308873, 66, 5, [768071, 252662]
economy : 2705893120, 62, 1, [768071, 810348]
economy : 4871778560, 191, 2, [451688, 621434]
business : 7839396224, 142, 2, [621434, 405377]
business : 3822904918, 82, 3, [191771, 768071]
economy : 3243426804, 132, 8, [768071, 191771]
economy : 4552616553, 53, 0, [451688, 768071]
economy : 7596609460, 130, 5, [252662, 405377]
economy : 2913264200, 195, 1, [768071, 191771]
economy : 8046697026, 82, 2, [810348, 252662]
economy : 4402783748, 111, 1, [602366, 349241]
first : 8085638261, 136, 2, [768071, 376964]
economy : 6329083593, 181, 2, [602366, 451688]
economy : 1259720330, 165, 9, [349241, 191771]
economy : 4557101314, 148, 1, [191771, 602366]
economy : 3150682838, 87, 8, [191771, 810348]
economy : 6853896195, 52, 2, [602366, 451688]
economy : 7103456635, 55, 2, [405377, 376964]
economy : 9425129986, 112, 4, [252662, 376964]
economy : 9316880662, 102, 2, [191771, 349241]
first : 8932748313, 83, 1, [252662, 602366]
first : 5470520944, 48, 2, [349241, 602366]
economy : 4029511185, 148, 2, [191771, 376964]
economy : 8348374098, 101, 2, [602366, 621434]
business : 6336410943, 92, 9, [621434, 451688]
economy : 2662679625, 186, 0, [602366, 810348]
economy : 9247346929, 54, 1, [810348, 252662]
economy : 4840529971, 60, 0, [621434, 451688]
economy : 7468420168, 42, 3, [810348, 768071]
business : 2046857608, 44, 1, [602366, 191771]
first : 9299939597, 197, 0, [768071, 191771]
economy : 9043304818, 125, 0, [252662, 376964]
first : 9176256378, 54, 4, [405377, 768071]
economy : 7752327720, 75, 1, [451688, 768071]
business : 6777011108, 55, 2, [191771, 376964]
business : 2508924282, 94, 1, [810348, 252662]
economy : 6993824763, 145, 2, [405377, 768071]
business : 8930272194, 52, 1, [349241, 405377]
economy : 8339479470, 171, 10, [621434, 252662]
economy : 7485561990, 69, 1, [621434, 349241]
economy : 1128771838, 73, 3, [768071, 621434]
business : 2177026435, 75, 1, [768071, 810348]
economy : 3757214784, 58, 2, [191771, 602366]
economy : 5133489530, 131, 1, [252662, 810348]
economy : 2376734396, 62, 1, [349241, 405377]
economy : 3338595680, 138, 1, [191771, 376964]
economy : 9634493749, 41, 1, [602366, 252662]
business : 6285561668, 150, 0, [451688, 621434]
economy : 9797224614, 63, 0, [191771, 621434]
first : 7114295504, 93, 1, [768071, 376964]
economy : 8709675154, 140, 1, [191771, 252662]
economy : 2066093397, 61, 0, [405377, 451688]
economy : 3678964617, 59, 0, [768071, 602366]
economy : 8457917615, 155, 7, [191771, 451688]
business : 6295875068, 197, 6, [349241, 191771]
economy : 2429663139, 150, 2, [768071, 810348]
economy : 3954321520, 110, 5, [349241, 768071]
business : 1790136500, 63, 6, [602366, 810348]
economy : 4259478360, 195, 0, [349241, 191771]
luxury : 1254866289, 148, 1, [349241, 252662]
economy : 9050387849, 55, 6, [191771, 602366]
economy : 6921833746, 63, 7, [602366, 405377]
economy : 1899128746, 49, 3, [405377, 451688]
economy : 7184790332, 136, 1, [191771, 602366]
economy : 4942334616, 180, 2, [405377, 252662]
economy : 7919218235, 56, 1, [349241, 621434]
economy : 1051708709, 187, 4, [405377, 451688]
economy : 9396065188, 164, 7, [252662, 405377]
business : 3840823354, 104, 3, [602366, 191771]

